iter	RMSE
192	0.008995007217
193	0.008973982259
194	0.008927285182
195	0.008878698593
196	0.008845975072
197	0.008790846838
198	0.008759455397
199	0.00873674732
200	0.008717214373
201	0.008673020625
202	0.008643598927
203	0.008591549345
204	0.008564538237
205	0.008546053115
206	0.008494541302
207	0.008454444224
208	0.008426181273
209	0.008399308009
210	0.008367427091
211	0.008322775296
212	0.008302549632
213	0.008283993886
214	0.008271976117
215	0.008243605224
216	0.008214903215
217	0.00820783014
218	0.008173074061
219	0.008142114769
220	0.008099918537
221	0.008083288396
222	0.008037335969
223	0.008015327254
224	0.007933765251
225	0.00791383513
226	0.007872634246
227	0.007818536447
228	0.007797338393
229	0.007774958519
230	0.007730269149
231	0.007682191255
232	0.007662430524
233	0.007630489833
234	0.007598641783
235	0.007578011797
236	0.00756800971
237	0.007549139028
238	0.007543385123
239	0.007527129408
240	0.007502536715
241	0.007459974178
242	0.007453119047
243	0.007442377251
244	0.007420017842
245	0.007386704615
246	0.00736049213
247	0.007343455358
248	0.007322635973
249	0.00730501111
250	0.007272979978
251	0.007242561055
252	0.007227088693
253	0.007204302041
254	0.007179345976
255	0.007153428205
256	0.007116157122
257	0.007097763919
258	0.007059736513
259	0.007042631436
260	0.007030052501
261	0.007010505046
262	0.006978771558
263	0.00695572062
264	0.006935156262
265	0.006909186247
266	0.00688814449
267	0.006879536936
268	0.006861298389
269	0.00684723831
270	0.006825898018
271	0.006808543408
272	0.006791622002
273	0.006782002634
274	0.006766185758
275	0.006724687501
276	0.006706093537
277	0.006687599698
278	0.00666906032
279	0.006647012894
280	0.006633412779
281	0.006617276144
282	0.00659420541
283	0.006586196285
284	0.006566733876
285	0.006545694785
286	0.006528447681
287	0.006509545151
288	0.006500167947
289	0.006490541242
290	0.006486524845
291	0.006472523604
292	0.006450549104
293	0.006439612338
294	0.006417636906
295	0.006414414855
296	0.006391880394
297	0.006380120103
298	0.006368605629
299	0.006344642468
300	0.006322980696
301	0.006297812798
302	0.0062844735
303	0.006266224547
304	0.006249962802
305	0.00622005817
306	0.006196406601
307	0.006166429271
308	0.006148269932
309	0.006139883752
310	0.006125752604
311	0.006106402403
312	0.006095316944
313	0.006080987036
314	0.006066391588
315	0.006042073445
316	0.006030826546
317	0.006017602506
318	0.005989635353
319	0.005966981262
320	0.005950161707
321	0.005937818084
322	0.005929802065
323	0.005922745074
324	0.005905909056
325	0.005883049997
326	0.005856385659
327	0.005838951753
328	0.005817005674
329	0.005799932912
330	0.005785691294
331	0.005774975011
332	0.005749698282
333	0.005733805372
334	0.005717778146
335	0.005707910069
336	0.005692705155
337	0.005685641085
338	0.005668362013
339	0.005656681583
340	0.005642746184
341	0.005624746532
342	0.005614384931
343	0.005599405822
344	0.005584135452
345	0.005568530952
346	0.005555828231
347	0.00553773759
348	0.005527500081
349	0.005515955205
350	0.005500362245
351	0.005494513697
352	0.00547975244
353	0.005465369457
354	0.005449331583
355	0.00542759824
356	0.005411177888
357	0.005400919613
358	0.005396563796
359	0.005370460477
360	0.005349348381
361	0.005342725942
362	0.005335655312
363	0.005315401305
364	0.005297397733
365	0.005271159395
366	0.00526225523
367	0.005247862008
368	0.005233812123
369	0.005223216077
370	0.005206599432
371	0.005199389529
372	0.005183736523
373	0.005167157574
374	0.005156698916
375	0.005144614438
376	0.005134481984
377	0.005118237939
378	0.00510608227
379	0.005094505359
380	0.005086387819
381	0.005060283539
382	0.005053229944
383	0.005046311691
384	0.005029776558
385	0.005020849197
386	0.005006758066
387	0.004996884617
388	0.00498354245
389	0.00497562521
390	0.004970354517
391	0.004965675901
392	0.004950766444
393	0.004940292513
394	0.004927526987
395	0.00491039183
396	0.004895518132
397	0.004880185276
398	0.004876987542
399	0.004860859123
400	0.004854830745
401	0.004845544006
402	0.004828749676
403	0.004814068919
404	0.004806770711
405	0.004801562627
406	0.004779814085
407	0.004764900741
408	0.004753430608
409	0.004744115213
410	0.004734953636
411	0.004725922391
412	0.004715151703
413	0.00470302237
414	0.00469466346
415	0.004686066479
416	0.004674376825
417	0.004660169103
418	0.004649468191
419	0.004637266047
420	0.004619088779
421	0.004609736719
422	0.004606448713
423	0.00459273923
424	0.004586337848
425	0.004583640655
426	0.004576424231
427	0.004565956925
428	0.004557578008
429	0.004543395101
430	0.004537707675
431	0.004523872071
432	0.0045111093
433	0.004503571243
434	0.004491779595
435	0.004478501431
436	0.004468318623
437	0.004452890255
438	0.004447578489
439	0.004438454443
440	0.004428652673
441	0.004424599315
442	0.004415879738
443	0.004409704197
444	0.004401112004
445	0.004381508333
446	0.004375302555
447	0.004367866815
448	0.004356609164
449	0.004345447808
450	0.004331606167
451	0.004322567416
452	0.004316234076
453	0.00430642427
454	0.004294889721
455	0.004279646071
456	0.004274143395
457	0.004269261851
458	0.004258522753
459	0.004246907115
460	0.004235237788
461	0.004229263286
462	0.004225547622
463	0.004216748602
464	0.00420805841
465	0.004200517344
466	0.004185622878
467	0.004179556829
468	0.004168816795
469	0.00416416282
470	0.004159261152
471	0.004155759008
472	0.004149466214
473	0.004145873653
474	0.004144190707
475	0.004135286927
476	0.004128007675
477	0.004113882072
478	0.004111818584
479	0.004108332187
480	0.004096392361
481	0.0040844317
482	0.004071682436
483	0.004066646988
484	0.004064288933
485	0.00405839245
486	0.004046676095
487	0.004025109531
488	0.004016448838
489	0.004014303058
490	0.004010843507
491	0.004006382446
492	0.0040036388
493	0.003999470873
494	0.00398064583
495	0.003964334087
496	0.003960102808
497	0.003959631997
498	0.003947222243
499	0.003937580233
